simulation,mean_words,question_percent
60,114.08888888888889,33.77777777777778
61,117.53333333333333,35.11111111111111
62,36.96888888888889,30.666666666666664
63,50.29333333333334,26.666666666666668
64,54.48444444444444,32.44444444444444
65,46.98222222222222,28.888888888888886
66,54.324444444444445,33.33333333333333
67,86.77777777777777,32
68,94.96444444444444,33.77777777777778
69,190.84,28.000000000000004
70,78.70666666666666,40.88888888888889
71,47.34222222222222,30.666666666666664
72,51.062222222222225,30.666666666666664
73,78.68,33.33333333333333
74,74.8711111111111,29.777777777777775
75,85.58222222222223,30.666666666666664
76,82.32444444444444,34.66666666666667
77,44.52444444444444,33.77777777777778
78,47.03111111111111,31.555555555555554
79,87.20444444444445,32.88888888888889
80,81.70666666666666,32.44444444444444
81,118.19111111111111,34.22222222222222
82,82.85777777777778,39.111111111111114
83,45.22666666666667,30.666666666666664
84,93.36444444444444,27.555555555555557
85,114.36888888888889,29.333333333333332
86,78.44,33.77777777777778
87,79.58666666666667,32.88888888888889
88,115.61777777777777,31.555555555555554
89,48.55111111111111,39.111111111111114
90,77.26222222222222,33.33333333333333
91,119.42222222222222,33.77777777777778
92,119.93333333333334,30.666666666666664
93,52.75111111111111,31.11111111111111
94,91.12444444444445,32.88888888888889
95,46.18666666666667,33.33333333333333
96,44.715555555555554,33.77777777777778
97,52.22666666666667,37.77777777777778
98,120.62666666666667,24.444444444444443
99,41.995555555555555,32
100,116.29333333333334,33.77777777777778
101,150.2577777777778,26.222222222222225
102,157.61777777777777,28.000000000000004
103,57.85333333333333,32.44444444444444
104,75.13333333333334,28.000000000000004
105,44.33777777777778,24.88888888888889
106,83.62222222222222,30.22222222222222
107,43.64,33.33333333333333
108,76.4888888888889,34.22222222222222
109,45.577777777777776,29.777777777777775
110,85.97777777777777,28.000000000000004
111,137.8088888888889,34.22222222222222
112,81.30222222222223,34.22222222222222
113,115.67111111111112,30.666666666666664
114,119.35111111111111,28.000000000000004
115,81.95111111111112,30.666666666666664
116,124.99111111111111,29.777777777777775
117,78.2311111111111,32.88888888888889
118,156.67555555555555,29.333333333333332
119,80.61333333333333,33.77777777777778
120,97.71555555555555,28.888888888888886
121,87.58222222222223,33.33333333333333
122,91.32,33.33333333333333
123,46.66222222222222,31.555555555555554
124,76.34666666666666,29.333333333333332
125,85.11111111111111,31.555555555555554
126,41.80444444444444,33.77777777777778
127,120.67111111111112,30.22222222222222
128,54.315555555555555,26.222222222222225
129,80.12,30.22222222222222
130,48.35111111111111,37.77777777777778
131,153.16444444444446,29.333333333333332
132,117.92888888888889,32
133,55.12888888888889,32.88888888888889
134,45.45333333333333,33.77777777777778
135,47.8,34.66666666666667
136,84.57333333333334,32
137,83.61333333333333,32
138,46.44888888888889,32.88888888888889
139,47.83111111111111,30.22222222222222
140,84.31111111111112,36
141,55.32,27.111111111111114
142,84.73777777777778,28.000000000000004
143,111.88444444444444,29.333333333333332
144,46.68,33.77777777777778
145,117.53777777777778,30.666666666666664
146,108.83111111111111,32.88888888888889
147,44.01777777777778,34.66666666666667
148,60.595555555555556,33.33333333333333
149,123.53333333333333,36
150,47.684444444444445,38.22222222222222
151,52.18222222222222,32.44444444444444
152,120.13333333333334,27.555555555555557
153,49.98222222222222,25.77777777777778
154,55.87555555555556,34.66666666666667
155,47.33777777777778,35.11111111111111
156,155.08,27.111111111111114
157,183.65777777777777,28.000000000000004
158,84.85333333333334,30.666666666666664
159,81.85777777777778,33.33333333333333
160,79.72888888888889,32.88888888888889
161,81.86222222222223,28.000000000000004
162,48.38666666666666,30.666666666666664
163,54.733333333333334,25.333333333333336
164,69.94666666666667,32
165,64.12,36
166,72.78222222222222,36.44444444444444
167,51.84888888888889,29.333333333333332
168,144.9911111111111,25.77777777777778
169,77.54666666666667,36.44444444444444
170,49.08888888888889,35.11111111111111
171,144.12,31.555555555555554
172,91.38666666666667,32.44444444444444
173,122.32,37.333333333333336
174,90.86222222222223,39.111111111111114
175,76.8,28.000000000000004
176,45.528888888888886,32.88888888888889
177,75.12444444444445,33.77777777777778
178,43.54222222222222,32
179,88.67111111111112,25.77777777777778
180,89.52444444444444,28.000000000000004
181,78.30666666666667,35.11111111111111
182,151.07111111111112,30.22222222222222
183,124.84,36
184,47,28.444444444444443
185,43.61333333333334,34.66666666666667
186,151.1511111111111,31.555555555555554
187,88.21333333333334,32
188,86.31111111111112,32.88888888888889
189,112.34222222222222,33.33333333333333
